order_id,user_id,order_date,order_status,total_amount,name,email,gender,city,signup_date,order_item_id,product_id,quantity,item_price,item_total,product_name,category,brand,price,product_rating,review_rating,review_text
O00000010,U003175,2024-08-13 07:04:24,returned,107.63,Mark Johnson,jamesbeck@example.net,Female,Lake Benjamin,2025-10-29,I00000026,P000913,1,32.13,32.13,Orion Sign,Toys,Orion,32.13,4.09,,
O00000010,U003175,2024-08-13 07:04:24,returned,107.63,Mark Johnson,jamesbeck@example.net,Female,Lake Benjamin,2025-10-29,I00000027,P001655,1,75.5,75.5,Pulse Understand,Home & Kitchen,Pulse,75.5,4.09,5.0,Customer service was helpful.
O00000011,U004470,2025-08-14 09:59:55,shipped,1016.61,Morgan Lopez,michael10@example.com,Other,South Peggy,2025-10-14,I00000028,P000162,1,151.39,151.39,Orion Most,Clothing,Orion,151.39,3.99,,
O00000011,U004470,2025-08-14 09:59:55,shipped,1016.61,Morgan Lopez,michael10@example.com,Other,South Peggy,2025-10-14,I00000029,P000006,1,18.61,18.61,NeoTech When,Toys,NeoTech,18.61,3.2,3.0,Customer service was helpful.
O00000011,U004470,2025-08-14 09:59:55,shipped,1016.61,Morgan Lopez,michael10@example.com,Other,South Peggy,2025-10-14,I00000030,P001724,1,846.61,846.61,NeoTech Mind,Electronics,NeoTech,846.61,3.62,,
O00000012,U009480,2025-08-27 09:57:49,cancelled,600.23,Gabrielle Serrano,rachelblackwell@example.net,Other,New Timothy,2025-01-31,I00000031,P000083,3,126.24,378.72,Harbor Spring,Toys,Harbor,126.24,4.2,4.0,"Not as expected, quality is poor."
O00000012,U009480,2025-08-27 09:57:49,cancelled,600.23,Gabrielle Serrano,rachelblackwell@example.net,Other,New Timothy,2025-01-31,I00000032,P000022,2,37.65,75.3,Nimbus Sit,Clothing,Nimbus,37.65,4.54,,
O00000012,U009480,2025-08-27 09:57:49,cancelled,600.23,Gabrielle Serrano,rachelblackwell@example.net,Other,New Timothy,2025-01-31,I00000033,P001184,2,64.63,129.26,Acme Fill,Toys,Acme,64.63,4.24,,
O00000012,U009480,2025-08-27 09:57:49,cancelled,600.23,Gabrielle Serrano,rachelblackwell@example.net,Other,New Timothy,2025-01-31,I00000034,P001636,1,16.95,16.95,Solace Administration,Toys,Solace,16.95,3.1,3.0,Highly recommend this brand.
O00000013,U003631,2025-01-03 18:04:29,processing,15.87,John Butler,stephaniebright@example.net,Other,Johnsonside,2025-10-17,I00000035,P001563,1,15.87,15.87,Everest Else,Books,Everest,15.87,2.7,,
O00000014,U009493,2025-06-15 22:26:59,shipped,520.96,Michael Stanton,bridgesjennifer@example.net,Other,Williamsberg,2024-10-25,I00000036,P001712,2,260.48,520.96,Zenith Management,Home & Kitchen,Zenith,260.48,3.55,,
O00000015,U003336,2024-07-16 18:07:56,returned,1416.93,Steven Smith,ericford@example.org,Other,Donnabury,2024-12-09,I00000037,P001687,1,10.39,10.39,Orion Painting,Pet Supplies,Orion,10.39,4.23,4.0,Fast shipping and good packaging.
O00000015,U003336,2024-07-16 18:07:56,returned,1416.93,Steven Smith,ericford@example.org,Other,Donnabury,2024-12-09,I00000038,P001005,2,405.41,810.82,Acme Majority,Home & Kitchen,Acme,405.41,3.14,2.0,Item arrived damaged.
O00000015,U003336,2024-07-16 18:07:56,returned,1416.93,Steven Smith,ericford@example.org,Other,Donnabury,2024-12-09,I00000039,P001891,2,56.77,113.54,Nimbus Figure,Books,Nimbus,56.77,2.73,,
O00000015,U003336,2024-07-16 18:07:56,returned,1416.93,Steven Smith,ericford@example.org,Other,Donnabury,2024-12-09,I00000040,P000234,1,375.37,375.37,NeoTech Fear,Electronics,NeoTech,375.37,3.59,,
O00000015,U003336,2024-07-16 18:07:56,returned,1416.93,Steven Smith,ericford@example.org,Other,Donnabury,2024-12-09,I00000041,P000329,1,106.81,106.81,Astra Support,Toys,Astra,106.81,3.02,5.0,Works perfectly!
O00000016,U006392,2025-10-01 07:52:16,processing,127.42,David Johnson,iperez@example.org,Other,Lake Russell,2025-03-10,I00000042,P001897,1,127.42,127.42,Nimbus Expert,Beauty,Nimbus,127.42,2.95,4.0,Item arrived damaged.
O00000017,U006684,2024-08-05 20:28:39,processing,227.48,Shawn Callahan,brittany91@example.net,Female,Larsonmouth,2024-05-16,I00000043,P001808,3,49.88,149.64,Astra Pull,Pet Supplies,Astra,49.88,3.29,,
O00000017,U006684,2024-08-05 20:28:39,processing,227.48,Shawn Callahan,brittany91@example.net,Female,Larsonmouth,2024-05-16,I00000044,P001370,2,38.92,77.84,Harbor Beat,Clothing,Harbor,38.92,3.94,,
O00000018,U000792,2024-11-10 21:40:57,cancelled,601.16,Keith Ibarra,treed@example.com,Male,Austinburgh,2025-05-19,I00000045,P001510,1,93.58,93.58,GreenLeaf Reduce,Pet Supplies,GreenLeaf,93.58,4.47,4.0,Works perfectly!
O00000018,U000792,2024-11-10 21:40:57,cancelled,601.16,Keith Ibarra,treed@example.com,Male,Austinburgh,2025-05-19,I00000046,P001471,2,161.15,322.3,NeoTech Writer,Sports,NeoTech,161.15,3.39,,
O00000018,U000792,2024-11-10 21:40:57,cancelled,601.16,Keith Ibarra,treed@example.com,Male,Austinburgh,2025-05-19,I00000047,P000916,1,81.74,81.74,Acme Radio,Sports,Acme,81.74,3.17,,
O00000018,U000792,2024-11-10 21:40:57,cancelled,601.16,Keith Ibarra,treed@example.com,Male,Austinburgh,2025-05-19,I00000048,P000406,1,103.54,103.54,NeoTech Provide,Sports,NeoTech,103.54,4.5,,
O00000019,U004785,2024-11-26 15:18:00,returned,135.38,Kayla Wallace,nelsonmaria@example.net,Male,East Kelly,2025-05-02,I00000049,P000614,1,135.38,135.38,Solace Car,Clothing,Solace,135.38,3.3,,
O00000020,U007957,2024-07-13 06:57:26,completed,398.84,Brittney Silva,pearsonjillian@example.net,Female,Smithfort,2024-03-20,I00000050,P000282,1,154.03,154.03,Solace Represent,Beauty,Solace,154.03,4.79,3.0,Highly recommend this brand.
O00000020,U007957,2024-07-13 06:57:26,completed,398.84,Brittney Silva,pearsonjillian@example.net,Female,Smithfort,2024-03-20,I00000051,P001099,1,33.06,33.06,GreenLeaf List,Books,GreenLeaf,33.06,4.49,,
O00000020,U007957,2024-07-13 06:57:26,completed,398.84,Brittney Silva,pearsonjillian@example.net,Female,Smithfort,2024-03-20,I00000052,P000247,1,10.2,10.2,Solace Finish,Books,Solace,10.2,3.76,,
O00000020,U007957,2024-07-13 06:57:26,completed,398.84,Brittney Silva,pearsonjillian@example.net,Female,Smithfort,2024-03-20,I00000053,P000514,1,201.55,201.55,Everest Despite,Home & Kitchen,Everest,201.55,4.66,,
O00000021,U002529,2025-07-30 08:08:33,completed,209.51,Tina Richardson,shane26@example.org,Other,Carlsonchester,2025-02-11,I00000054,P000164,1,60.85,60.85,Astra Town,Books,Astra,60.85,2.81,3.0,Works perfectly!
O00000021,U002529,2025-07-30 08:08:33,completed,209.51,Tina Richardson,shane26@example.org,Other,Carlsonchester,2025-02-11,I00000055,P001540,1,148.66,148.66,Harbor Whom,Automotive,Harbor,148.66,3.07,1.0,Item arrived damaged.
O00000022,U004486,2024-08-28 22:17:59,shipped,1072.94,Dawn Snyder,connermatthew@example.org,Other,Lake Benjaminton,2025-04-25,I00000056,P001206,1,531.53,531.53,GreenLeaf Or,Automotive,GreenLeaf,531.53,4.08,,
O00000022,U004486,2024-08-28 22:17:59,shipped,1072.94,Dawn Snyder,connermatthew@example.org,Other,Lake Benjaminton,2025-04-25,I00000057,P000004,1,541.41,541.41,Nimbus South,Electronics,Nimbus,541.41,4.14,,
O00000023,U007432,2024-05-19 11:26:49,returned,119.02,Jessica Savage,sarahsanchez@example.org,Female,East Elizabeth,2025-09-29,I00000058,P001492,1,119.02,119.02,Nimbus Economic,Toys,Nimbus,119.02,4.85,,
O00000024,U003345,2025-06-20 17:10:48,completed,803.47,Brian Johnson,gregorylevine@example.com,Male,Frankchester,2025-02-02,I00000059,P000058,1,788.21,788.21,Astra Power,Electronics,Astra,788.21,3.41,3.0,"Excellent product, will buy again."
O00000024,U003345,2025-06-20 17:10:48,completed,803.47,Brian Johnson,gregorylevine@example.com,Male,Frankchester,2025-02-02,I00000060,P001098,1,15.26,15.26,Willow Choose,Pet Supplies,Willow,15.26,4.46,,
O00000025,U006241,2024-01-23 02:00:10,shipped,521.99,Dustin Davis,joshuahoffman@example.org,Male,Nicholefort,2024-05-29,I00000061,P000952,1,70.34,70.34,Nimbus Bag,Beauty,Nimbus,70.34,4.55,,
O00000025,U006241,2024-01-23 02:00:10,shipped,521.99,Dustin Davis,joshuahoffman@example.org,Male,Nicholefort,2024-05-29,I00000062,P000494,2,148.44,296.88,Astra Test,Clothing,Astra,148.44,3.65,3.0,Decent product for the price.
O00000025,U006241,2024-01-23 02:00:10,shipped,521.99,Dustin Davis,joshuahoffman@example.org,Male,Nicholefort,2024-05-29,I00000063,P001686,1,134.71,134.71,Pulse Thing,Beauty,Pulse,134.71,3.74,,
O00000025,U006241,2024-01-23 02:00:10,shipped,521.99,Dustin Davis,joshuahoffman@example.org,Male,Nicholefort,2024-05-29,I00000064,P000654,1,20.06,20.06,Pulse Run,Toys,Pulse,20.06,3.74,,
O00000026,U000638,2025-06-24 23:57:31,shipped,54.13,Sherri Johnson,greertyrone@example.org,Other,South Cassandra,2024-06-06,I00000065,P001694,1,34.17,34.17,Solace Actually,Pet Supplies,Solace,34.17,4.83,,
O00000026,U000638,2025-06-24 23:57:31,shipped,54.13,Sherri Johnson,greertyrone@example.org,Other,South Cassandra,2024-06-06,I00000066,P000797,2,9.98,19.96,Astra Congress,Toys,Astra,9.98,4.15,,
O00000027,U006102,2025-10-31 11:20:47,returned,495.94,Benjamin Turner,jfernandez@example.org,Other,Leeville,2025-02-02,I00000067,P000251,1,64.82,64.82,Solace Bill,Beauty,Solace,64.82,2.71,,
O00000027,U006102,2025-10-31 11:20:47,returned,495.94,Benjamin Turner,jfernandez@example.org,Other,Leeville,2025-02-02,I00000068,P001990,1,431.12,431.12,Zenith Page,Home & Kitchen,Zenith,431.12,4.13,,
O00000028,U007489,2024-01-09 07:28:11,processing,334.14,William Hampton,rodriguezdarin@example.com,Male,Russoland,2025-04-23,I00000069,P001671,1,8.06,8.06,Nimbus Garden,Beauty,Nimbus,8.06,4.12,,
O00000028,U007489,2024-01-09 07:28:11,processing,334.14,William Hampton,rodriguezdarin@example.com,Male,Russoland,2025-04-23,I00000070,P000921,2,47.82,95.64,Acme Military,Home & Kitchen,Acme,47.82,4.8,,
O00000028,U007489,2024-01-09 07:28:11,processing,334.14,William Hampton,rodriguezdarin@example.com,Male,Russoland,2025-04-23,I00000071,P001940,2,115.22,230.44,Acme Road,Sports,Acme,115.22,2.78,,
O00000029,U006599,2025-05-23 18:15:58,shipped,950.63,Alexandra Johnson,moniquestokes@example.org,Male,New Sarahchester,2024-08-31,I00000072,P001874,1,605.36,605.36,Willow Show,Electronics,Willow,605.36,3.56,,
O00000029,U006599,2025-05-23 18:15:58,shipped,950.63,Alexandra Johnson,moniquestokes@example.org,Male,New Sarahchester,2024-08-31,I00000073,P000938,3,83.52,250.56,GreenLeaf Remember,Books,GreenLeaf,83.52,2.52,,
O00000029,U006599,2025-05-23 18:15:58,shipped,950.63,Alexandra Johnson,moniquestokes@example.org,Male,New Sarahchester,2024-08-31,I00000074,P000047,1,94.71,94.71,Acme Together,Beauty,Acme,94.71,3.71,,
O00000030,U002144,2024-02-07 15:08:03,shipped,265.14,Andrew Thomas,stephanie27@example.net,Male,Christopherchester,2025-03-27,I00000075,P000395,1,56.04,56.04,Harbor Opportunity,Books,Harbor,56.04,3.65,,
O00000030,U002144,2024-02-07 15:08:03,shipped,265.14,Andrew Thomas,stephanie27@example.net,Male,Christopherchester,2025-03-27,I00000076,P001002,1,209.1,209.1,Harbor Night,Clothing,Harbor,209.1,3.68,,
O00000031,U007162,2024-11-19 07:31:44,cancelled,4942.06,Shane Smith,lisa00@example.net,Female,Ericksonport,2024-05-14,I00000077,P000853,2,121.17,242.34,Everest Cultural,Beauty,Everest,121.17,4.25,3.0,"Not as expected, quality is poor."
O00000031,U007162,2024-11-19 07:31:44,cancelled,4942.06,Shane Smith,lisa00@example.net,Female,Ericksonport,2024-05-14,I00000078,P000303,3,1535.55,4606.65,Willow Note,Electronics,Willow,1535.55,4.2,,
O00000031,U007162,2024-11-19 07:31:44,cancelled,4942.06,Shane Smith,lisa00@example.net,Female,Ericksonport,2024-05-14,I00000079,P000339,1,93.07,93.07,Nimbus Memory,Pet Supplies,Nimbus,93.07,2.71,,
O00000032,U007933,2024-03-18 17:21:41,returned,194.49,Tamara Morrow,dodsonadam@example.org,Other,Tanyaport,2025-04-25,I00000080,P000704,1,194.49,194.49,NeoTech Girl,Home & Kitchen,NeoTech,194.49,4.66,,
O00000033,U000286,2024-05-29 17:27:31,processing,2028.84,Aaron Sandoval,dalton83@example.com,Female,Woodwardberg,2025-10-12,I00000081,P001756,2,967.83,1935.66,Astra Book,Automotive,Astra,967.83,2.92,2.0,Decent product for the price.
O00000033,U000286,2024-05-29 17:27:31,processing,2028.84,Aaron Sandoval,dalton83@example.com,Female,Woodwardberg,2025-10-12,I00000082,P001488,2,46.59,93.18,Zenith Like,Books,Zenith,46.59,3.0,,
O00000034,U001759,2025-10-23 14:39:54,completed,366.56,Amy Love,xbaker@example.net,Male,South Vincent,2024-02-10,I00000083,P000786,1,13.24,13.24,Solace Environmental,Books,Solace,13.24,4.41,,
O00000034,U001759,2025-10-23 14:39:54,completed,366.56,Amy Love,xbaker@example.net,Male,South Vincent,2024-02-10,I00000084,P001913,2,7.76,15.52,NeoTech Information,Groceries,NeoTech,7.76,4.12,2.0,Works perfectly!
O00000034,U001759,2025-10-23 14:39:54,completed,366.56,Amy Love,xbaker@example.net,Male,South Vincent,2024-02-10,I00000085,P000540,1,337.8,337.8,Zenith Foreign,Automotive,Zenith,337.8,3.08,,
O00000035,U007158,2024-02-19 10:35:26,processing,55.44,Amanda Rodriguez,miranda76@example.net,Other,Theresastad,2024-06-27,I00000086,P001080,1,18.31,18.31,Acme Wrong,Clothing,Acme,18.31,4.63,,
O00000035,U007158,2024-02-19 10:35:26,processing,55.44,Amanda Rodriguez,miranda76@example.net,Other,Theresastad,2024-06-27,I00000087,P000691,1,3.96,3.96,GreenLeaf Concern,Groceries,GreenLeaf,3.96,4.89,,
O00000035,U007158,2024-02-19 10:35:26,processing,55.44,Amanda Rodriguez,miranda76@example.net,Other,Theresastad,2024-06-27,I00000088,P001843,1,33.17,33.17,Nimbus Near,Toys,Nimbus,33.17,4.37,,
O00000036,U009692,2024-05-14 21:27:14,cancelled,858.97,Gary Solomon,christie33@example.org,Other,Port Jerrymouth,2024-01-31,I00000089,P000926,1,19.4,19.4,Zenith He,Home & Kitchen,Zenith,19.4,4.28,,
O00000036,U009692,2024-05-14 21:27:14,cancelled,858.97,Gary Solomon,christie33@example.org,Other,Port Jerrymouth,2024-01-31,I00000090,P000903,1,85.46,85.46,Pulse Paper,Toys,Pulse,85.46,3.18,5.0,Decent product for the price.
O00000036,U009692,2024-05-14 21:27:14,cancelled,858.97,Gary Solomon,christie33@example.org,Other,Port Jerrymouth,2024-01-31,I00000091,P000304,1,120.82,120.82,Willow Site,Clothing,Willow,120.82,2.68,3.0,Highly recommend this brand.
O00000036,U009692,2024-05-14 21:27:14,cancelled,858.97,Gary Solomon,christie33@example.org,Other,Port Jerrymouth,2024-01-31,I00000092,P001548,2,243.71,487.42,Solace Life,Automotive,Solace,243.71,3.41,,
O00000036,U009692,2024-05-14 21:27:14,cancelled,858.97,Gary Solomon,christie33@example.org,Other,Port Jerrymouth,2024-01-31,I00000093,P001134,1,145.87,145.87,NeoTech Son,Beauty,NeoTech,145.87,4.35,,
O00000037,U002635,2025-11-03 23:18:23,completed,19.77,Charles Howard,hcollins@example.net,Other,Alexanderchester,2025-06-22,I00000094,P000347,1,19.77,19.77,Astra Significant,Pet Supplies,Astra,19.77,3.89,,
O00000038,U004419,2025-06-30 05:15:33,shipped,1797.9,David Gonzalez,xleblanc@example.org,Male,Jessicaport,2024-03-06,I00000095,P001071,1,704.13,704.13,Willow Protect,Electronics,Willow,704.13,3.31,,
O00000038,U004419,2025-06-30 05:15:33,shipped,1797.9,David Gonzalez,xleblanc@example.org,Male,Jessicaport,2024-03-06,I00000096,P001868,2,299.8,599.6,Nimbus Foot,Sports,Nimbus,299.8,4.4,4.0,"Not as expected, quality is poor."
O00000038,U004419,2025-06-30 05:15:33,shipped,1797.9,David Gonzalez,xleblanc@example.org,Male,Jessicaport,2024-03-06,I00000097,P001916,1,286.99,286.99,GreenLeaf Feel,Home & Kitchen,GreenLeaf,286.99,4.31,,
O00000038,U004419,2025-06-30 05:15:33,shipped,1797.9,David Gonzalez,xleblanc@example.org,Male,Jessicaport,2024-03-06,I00000098,P000331,1,112.6,112.6,Everest Million,Sports,Everest,112.6,4.02,,
O00000038,U004419,2025-06-30 05:15:33,shipped,1797.9,David Gonzalez,xleblanc@example.org,Male,Jessicaport,2024-03-06,I00000099,P000873,1,94.58,94.58,Harbor Television,Home & Kitchen,Harbor,94.58,4.81,5.0,"Excellent product, will buy again."
O00000039,U005127,2024-11-09 01:20:49,shipped,2803.64,Michael Kelley,chamberslisa@example.net,Male,New Markton,2024-04-11,I00000100,P000208,1,826.18,826.18,Solace Move,Automotive,Solace,826.18,2.71,,
O00000039,U005127,2024-11-09 01:20:49,shipped,2803.64,Michael Kelley,chamberslisa@example.net,Male,New Markton,2024-04-11,I00000101,P001732,1,417.15,417.15,Pulse Baby,Electronics,Pulse,417.15,2.63,,
O00000039,U005127,2024-11-09 01:20:49,shipped,2803.64,Michael Kelley,chamberslisa@example.net,Male,New Markton,2024-04-11,I00000102,P000027,1,61.59,61.59,Willow Evening,Toys,Willow,61.59,2.7,,
O00000039,U005127,2024-11-09 01:20:49,shipped,2803.64,Michael Kelley,chamberslisa@example.net,Male,New Markton,2024-04-11,I00000103,P001906,2,17.73,35.46,GreenLeaf Sport,Books,GreenLeaf,17.73,3.0,4.0,Value for money.
O00000039,U005127,2024-11-09 01:20:49,shipped,2803.64,Michael Kelley,chamberslisa@example.net,Male,New Markton,2024-04-11,I00000104,P001882,1,1463.26,1463.26,Astra Tough,Electronics,Astra,1463.26,4.71,,
O00000040,U002158,2025-11-03 21:23:24,returned,82.61,Gregory Stafford,lbishop@example.net,Other,New Robin,2025-02-03,I00000105,P001209,1,8.24,8.24,Willow Radio,Pet Supplies,Willow,8.24,3.27,,
O00000040,U002158,2025-11-03 21:23:24,returned,82.61,Gregory Stafford,lbishop@example.net,Other,New Robin,2025-02-03,I00000106,P000407,3,18.79,56.37,Acme Improve,Toys,Acme,18.79,2.92,4.0,"Not as expected, quality is poor."
O00000040,U002158,2025-11-03 21:23:24,returned,82.61,Gregory Stafford,lbishop@example.net,Other,New Robin,2025-02-03,I00000107,P001791,2,9.0,18.0,Acme Democratic,Groceries,Acme,9.0,3.17,4.0,Color was different from images.
O00000041,U000891,2024-02-12 19:23:24,processing,67.1,Jennifer Snow,patricia71@example.com,Other,South Roberthaven,2024-10-13,I00000108,P000892,1,67.1,67.1,GreenLeaf Measure,Toys,GreenLeaf,67.1,4.86,,
O00000042,U007175,2025-05-05 12:29:19,shipped,274.27,Cassie Jackson,hharris@example.net,Other,Hicksville,2025-04-15,I00000109,P001850,2,129.49,258.98,Willow Amount,Beauty,Willow,129.49,3.7,,
O00000042,U007175,2025-05-05 12:29:19,shipped,274.27,Cassie Jackson,hharris@example.net,Other,Hicksville,2025-04-15,I00000110,P000884,1,15.29,15.29,Willow Nation,Pet Supplies,Willow,15.29,4.05,,
O00000043,U005178,2024-06-05 17:15:52,returned,351.45,Brian Williams,ericswanson@example.org,Male,Allenmouth,2024-02-22,I00000111,P001853,1,351.45,351.45,Orion After,Electronics,Orion,351.45,3.22,,
O00000044,U008621,2025-11-06 10:56:41,shipped,158.28,Joseph Bean,david04@example.org,Other,Lake Alan,2025-02-19,I00000112,P001348,1,54.01,54.01,Astra Early,Books,Astra,54.01,3.58,,
O00000044,U008621,2025-11-06 10:56:41,shipped,158.28,Joseph Bean,david04@example.org,Other,Lake Alan,2025-02-19,I00000113,P000594,1,104.27,104.27,Zenith Commercial,Toys,Zenith,104.27,4.35,4.0,Works perfectly!
O00000045,U003734,2024-03-31 19:14:31,shipped,124.94,Teresa Fisher,michael02@example.net,Female,Guerreroshire,2024-02-25,I00000114,P000787,2,62.47,124.94,Acme Attack,Toys,Acme,62.47,2.69,,
O00000046,U007376,2024-02-09 11:42:31,processing,489.21,Raymond Kelley,vmiller@example.net,Male,North Danielmouth,2025-02-02,I00000115,P001784,2,219.72,439.44,Everest Beautiful,Sports,Everest,219.72,3.77,,
O00000046,U007376,2024-02-09 11:42:31,processing,489.21,Raymond Kelley,vmiller@example.net,Male,North Danielmouth,2025-02-02,I00000116,P001899,1,49.77,49.77,Everest International,Toys,Everest,49.77,3.47,,
O00000047,U004124,2024-04-13 23:26:43,cancelled,852.12,Jeffrey Boone,david79@example.net,Female,Ramoschester,2025-02-17,I00000117,P001821,1,852.12,852.12,Orion Off,Electronics,Orion,852.12,4.32,,
O00000048,U005265,2024-10-29 06:00:17,returned,834.55,Peter Stewart,dennistran@example.com,Male,Francisville,2025-10-12,I00000118,P001173,1,815.47,815.47,Willow Reach,Electronics,Willow,815.47,4.7,,
O00000048,U005265,2024-10-29 06:00:17,returned,834.55,Peter Stewart,dennistran@example.com,Male,Francisville,2025-10-12,I00000119,P000991,1,19.08,19.08,Everest Drug,Clothing,Everest,19.08,4.39,,
O00000049,U000067,2024-06-06 06:24:37,processing,217.17,Taylor Alexander,tammyking@example.com,Other,Port Cameronfort,2025-01-27,I00000120,P001203,1,97.36,97.36,Harbor Would,Home & Kitchen,Harbor,97.36,3.91,,
